TransactionAmount,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
268.39,1,24,14,16,0,26.0,3,171.0,1.0,136.74,0
194.85,1,17,583,95,2,23.0,3,130.0,4.0,319.84,0
137.35,0,34,50,27,1,40.0,0,220.0,1.0,12662.66,1
712.75,1,30,556,73,1,44.0,0,25.0,1.0,8126.06,3
353.82,1,25,42,34,0,42.0,0,143.0,1.0,705.75,0
507.25,1,42,652,62,1,45.0,2,143.0,1.0,5331.57,1
212.74,1,39,198,49,1,27.0,1,128.0,1.0,7645.47,3
364.42,1,7,453,77,0,51.0,1,146.0,1.0,8119.73,3
195.12,1,21,585,42,0,46.0,0,144.0,1.0,6101.15,1
230.61,1,33,82,75,1,80.0,2,204.0,1.0,2561.42,2
739.28,0,40,559,25,1,58.0,0,47.0,1.0,11905.64,3
390.35,0,29,266,18,0,64.0,0,61.0,1.0,7095.88,2
242.03,1,9,587,13,2,58.0,1,124.0,1.0,4382.73,2
242.39,0,35,436,7,0,18.0,3,271.0,1.0,1328.73,0
135.03,1,37,28,96,0,23.0,3,180.0,1.0,1278.0,0
83.5,1,9,431,99,1,61.0,3,91.0,5.0,1749.79,2
193.54,1,28,148,87,1,80.0,2,267.0,1.0,2929.51,1
617.36,1,18,135,34,1,29.0,1,61.0,1.0,8926.38,3
775.23,0,0,214,35,2,59.0,0,38.0,1.0,5977.59,2
266.57,1,12,217,30,0,72.0,2,100.0,1.0,7676.92,2
153.4,1,23,581,56,0,45.0,1,144.0,1.0,4657.7,1
946.94,1,5,18,17,1,53.0,2,251.0,1.0,5579.11,1
5.12,1,27,640,1,1,34.0,1,90.0,1.0,3293.01,0
119.11,1,11,77,69,0,57.0,1,131.0,1.0,7998.25,3
1096.7,1,7,228,4,2,24.0,3,147.0,1.0,1093.89,0
119.72,1,40,430,10,1,30.0,1,123.0,1.0,3435.34,0
107.4,1,41,263,78,2,58.0,0,32.0,1.0,344.07,2
115.92,1,33,371,32,0,53.0,2,57.0,1.0,3897.17,2
438.04,1,30,674,24,0,67.0,2,247.0,1.0,5358.95,1
677.29,1,15,15,14,2,27.0,1,287.0,1.0,627.79,1
296.0,1,19,603,84,1,35.0,0,248.0,1.0,7418.82,1
299.09,0,4,523,33,1,36.0,1,84.0,1.0,5615.26,3
461.52,0,10,650,67,1,24.0,3,44.0,1.0,1995.18,0
100.52,1,19,138,37,0,50.0,1,110.0,1.0,453.39,2
85.35,1,42,497,73,0,66.0,2,166.0,1.0,2173.76,2
79.76,1,33,260,54,1,39.0,1,170.0,1.0,6452.14,1
778.49,0,29,100,53,2,75.0,2,107.0,1.0,7713.67,2
386.38,1,31,446,57,2,42.0,1,135.0,1.0,5528.36,3
165.25,1,34,198,24,2,35.0,0,106.0,1.0,9939.94,3
14.29,1,20,306,69,0,34.0,1,150.0,1.0,7016.99,3
232.79,0,16,157,18,1,55.0,2,145.0,1.0,2661.3,2
1237.56,0,2,76,59,1,60.0,1,159.0,1.0,9410.17,3
92.29,1,0,257,14,1,54.0,1,115.0,1.0,2026.32,2
293.97,1,31,429,46,1,68.0,2,153.0,1.0,7371.85,2
136.32,1,24,531,59,2,19.0,3,113.0,1.0,264.83,0
251.06,1,7,575,2,2,36.0,0,34.0,1.0,10001.66,3
50.17,0,34,532,38,0,77.0,2,35.0,1.0,7752.14,2
21.4,1,14,520,26,1,34.0,1,258.0,1.0,9594.11,1
73.28,1,4,135,95,1,21.0,3,21.0,1.0,1329.41,0
70.23,1,22,284,65,0,38.0,0,260.0,1.0,11624.93,1
689.29,1,12,278,33,0,22.0,3,100.0,1.0,168.84,0
745.03,1,13,30,74,2,28.0,3,231.0,1.0,160.57,0
54.61,1,25,78,42,0,58.0,1,160.0,1.0,7135.64,1
54.05,1,21,358,7,1,27.0,3,146.0,1.0,469.14,0
107.47,1,2,588,36,2,67.0,2,144.0,1.0,7517.5,2
611.11,1,11,209,44,0,20.0,3,282.0,4.0,919.84,0
219.63,1,5,214,1,0,48.0,0,44.0,1.0,8013.63,3
188.7,1,27,484,98,1,45.0,2,123.0,1.0,5077.06,2
93.52,1,30,415,10,2,51.0,1,97.0,1.0,2791.2,2
275.92,0,26,304,41,1,62.0,2,107.0,1.0,1777.38,2
376.79,1,25,236,38,1,68.0,2,265.0,1.0,7749.14,1
8.98,1,11,223,62,2,66.0,3,56.0,1.0,4516.76,2
697.32,1,1,269,79,2,68.0,2,91.0,1.0,2016.02,2
17.45,1,29,610,58,0,18.0,3,88.0,1.0,1959.52,0
302.16,1,18,121,13,2,80.0,2,138.0,5.0,3876.61,2
442.74,1,36,546,18,1,23.0,3,136.0,1.0,1790.27,0
623.9,1,38,158,4,0,27.0,3,249.0,1.0,711.47,0
445.41,1,14,38,14,0,35.0,0,235.0,3.0,12154.66,1
63.41,1,13,114,34,0,26.0,3,36.0,1.0,1546.22,0
346.85,1,18,126,24,0,44.0,0,88.0,1.0,7208.15,3
71.95,0,13,395,99,2,59.0,1,53.0,1.0,9267.32,3
7.5,1,9,177,53,2,63.0,2,36.0,1.0,6485.78,2
206.46,1,41,600,12,0,65.0,2,279.0,1.0,3984.38,1
423.11,1,8,111,54,0,60.0,1,47.0,1.0,412.78,2
35.84,0,7,407,12,2,54.0,2,172.0,1.0,4795.65,1
88.6,0,33,388,53,1,28.0,3,105.0,1.0,246.57,0
1431.3,1,28,546,81,0,18.0,3,168.0,1.0,1058.13,0
53.81,0,33,643,78,0,55.0,1,37.0,2.0,4734.110000000001,2
22.46,1,27,584,86,2,54.0,2,78.0,1.0,6631.5,2
334.89,1,13,677,39,2,21.0,3,260.0,1.0,1661.68,0
319.27,0,29,442,67,2,54.0,2,59.0,1.0,5504.01,2
144.3,1,28,96,48,0,18.0,3,88.0,1.0,312.19,0
348.7,0,14,171,66,1,69.0,2,149.0,1.0,2445.58,2
366.21,1,28,467,51,0,62.0,0,181.0,1.0,10862.99,1
99.11,1,30,190,14,2,55.0,2,12.0,1.0,5414.87,2
539.35,1,25,50,1,0,55.0,2,127.0,1.0,3919.44,2
188.99,1,28,534,64,1,58.0,1,92.0,1.0,7315.34,2
1416.69,1,26,403,14,0,46.0,1,58.0,1.0,3740.73,2
710.14,1,12,647,58,0,26.0,3,227.0,1.0,465.63,0
308.68,1,25,376,63,2,53.0,0,170.0,1.0,9992.36,3
166.68,1,23,128,7,0,57.0,2,139.0,1.0,5141.19,2
0.99,1,20,486,28,0,45.0,1,133.0,1.0,4317.85,2
505.19,1,18,640,22,0,30.0,0,128.0,5.0,5326.68,0
66.58,1,33,404,39,1,23.0,3,79.0,1.0,1636.32,0
223.43,1,9,93,90,1,77.0,2,178.0,1.0,7932.41,2
659.95,1,11,645,43,2,60.0,1,114.0,1.0,3927.69,2
634.86,1,6,149,8,0,27.0,3,45.0,1.0,588.5,0
286.5,0,4,584,96,1,30.0,1,60.0,1.0,8517.95,3
322.96,0,30,267,32,1,76.0,2,168.0,1.0,2401.59,2
654.48,1,8,269,46,1,19.0,3,114.0,1.0,6776.41,0
157.97,1,30,615,8,1,48.0,0,140.0,1.0,5529.92,2
120.9,1,40,190,73,1,40.0,0,52.0,1.0,9009.42,3
254.77,1,10,210,30,1,57.0,1,57.0,1.0,5994.87,2
795.96,1,33,275,13,2,65.0,2,119.0,1.0,5468.58,2
149.25,1,29,586,66,0,39.0,1,142.0,1.0,5677.52,1
3.42,0,35,468,91,1,43.0,0,158.0,1.0,14180.21,3
68.19,0,14,572,25,2,40.0,0,189.0,1.0,9895.1,1
493.42,1,3,458,38,1,39.0,1,111.0,1.0,2232.84,0
37.57,1,12,407,47,0,57.0,2,42.0,1.0,7739.54,2
127.0,0,26,23,14,1,19.0,3,68.0,5.0,431.16,0
96.89,1,13,286,4,0,59.0,3,53.0,1.0,6044.93,2
448.33,1,1,437,30,0,25.0,3,161.0,1.0,922.19,0
1116.48,1,36,613,56,0,51.0,1,55.0,1.0,447.53,2
8.65,1,19,299,36,2,48.0,0,273.0,1.0,10778.35,1
65.57,1,24,629,38,2,41.0,1,82.0,1.0,4734.110000000001,0
539.81,1,37,612,63,2,46.0,1,177.0,1.0,2051.25,1
363.53,1,18,129,67,0,63.0,2,142.0,1.0,1038.91,2
64.9,0,11,161,42,1,51.0,2,72.0,1.0,6854.61,3
358.18,1,4,630,27,0,18.0,3,157.0,1.0,619.86,0
167.2,1,35,1,35,1,30.0,0,84.0,1.0,11320.83,3
121.91,1,6,257,14,1,60.0,0,133.0,1.0,14510.8,3
137.57,1,21,212,66,2,54.0,1,70.0,1.0,5103.67,2
534.62,1,28,342,6,2,55.0,0,45.0,1.0,13793.53,3
463.92,1,23,516,9,2,50.0,1,199.0,1.0,2403.39,1
320.14,1,25,139,20,2,60.0,2,96.0,1.0,3075.97,2
214.93,1,0,37,37,2,28.0,3,52.0,1.0,7835.4,3
660.02,1,26,447,52,1,20.0,3,84.0,1.0,414.43,0
345.81,1,33,402,98,1,40.0,1,135.0,1.0,6116.8,3
143.54,1,30,417,95,0,71.0,2,80.0,1.0,6067.62,2
42.55,1,39,33,12,1,53.0,1,29.0,1.0,7341.43,3
1063.25,0,29,28,69,2,21.0,3,128.0,1.0,1240.71,0
541.79,1,23,541,97,0,22.0,3,125.0,1.0,1454.08,0
40.57,1,8,365,95,1,26.0,3,63.0,1.0,1476.91,0
120.24,1,25,553,86,1,18.0,3,131.0,2.0,1943.13,0
498.67,1,24,670,35,2,28.0,3,244.0,1.0,1719.97,0
227.22,1,12,338,73,0,53.0,0,220.0,1.0,832.82,1
1182.86,1,40,653,49,2,30.0,1,34.0,1.0,7696.16,3
56.94,0,5,525,42,2,76.0,3,74.0,1.0,7004.63,2
629.82,1,7,193,55,1,68.0,2,159.0,1.0,6385.69,2
59.44,1,6,463,1,2,35.0,1,176.0,1.0,5472.03,1
186.69,1,27,529,25,1,30.0,1,54.0,1.0,8602.22,3
230.46,1,23,386,2,2,19.0,3,179.0,1.0,162.53,0
65.09,0,39,419,65,2,44.0,1,159.0,1.0,9370.9,3
457.09,0,26,270,32,2,55.0,1,63.0,1.0,8570.82,3
552.02,0,6,60,47,0,44.0,1,100.0,1.0,522.08,0
377.12,1,15,310,48,0,34.0,1,61.0,1.0,836.67,0
204.56,0,36,92,12,1,18.0,3,179.0,1.0,364.72,0
420.28,1,42,657,1,1,35.0,0,144.0,1.0,8557.32,3
97.09,1,13,160,51,0,24.0,3,202.0,4.0,1579.57,0
124.59,1,5,36,24,1,27.0,3,171.0,1.0,129.29,0
73.88,1,5,593,14,2,39.0,0,34.0,1.0,6474.41,3
77.43,1,33,388,46,2,21.0,3,169.0,1.0,4734.110000000001,0
106.16,1,31,653,97,0,56.0,0,277.0,4.0,7487.79,1
245.93,1,14,94,53,1,54.0,1,172.0,1.0,7986.63,1
622.41,1,16,660,99,0,64.0,0,125.0,1.0,7322.01,2
43.73,1,29,611,10,0,34.0,0,145.0,1.0,9929.43,3
1282.86,1,2,373,69,1,19.0,3,68.0,1.0,1830.98,0
2.03,0,11,263,11,0,33.0,1,28.0,1.0,3012.31,0
770.65,1,17,117,15,2,31.0,0,137.0,1.0,7198.8,3
260.31,1,2,389,64,1,63.0,0,113.0,1.0,10980.38,3
356.1,0,13,426,42,1,26.0,3,187.0,1.0,868.35,0
27.07,0,41,45,3,1,80.0,2,39.0,1.0,3773.29,2
119.89,1,40,12,3,0,67.0,0,60.0,1.0,6697.77,2
106.39,1,41,469,2,2,37.0,0,281.0,1.0,9410.99,1
12.04,1,13,518,52,2,37.0,1,58.0,1.0,6213.32,3
365.7,1,15,50,44,1,21.0,3,115.0,2.0,368.78,0
29.38,0,3,52,63,1,28.0,3,63.0,1.0,1663.31,0
319.85,1,10,572,82,0,60.0,0,148.0,1.0,711.66,2
350.14,0,20,178,47,2,75.0,2,38.0,1.0,2403.25,2
163.94,0,41,340,40,1,52.0,2,73.0,1.0,5957.37,2
170.53,1,28,138,88,1,24.0,3,58.0,1.0,801.01,0
262.22,0,3,5,79,0,40.0,1,136.0,1.0,5711.71,3
41.49,1,0,407,26,2,24.0,3,13.0,1.0,928.33,0
121.43,0,34,238,61,1,52.0,1,243.0,1.0,7365.28,1
350.46,1,26,78,22,1,51.0,2,165.0,1.0,5839.38,1
220.41,0,12,557,58,2,26.0,1,155.0,1.0,5116.98,0
33.46,1,39,597,2,0,72.0,2,111.0,1.0,3641.07,2
104.79,1,10,514,38,0,70.0,0,223.0,1.0,1352.19,1
246.27,1,14,100,57,2,29.0,0,141.0,1.0,7299.86,3
48.85,1,9,625,48,0,19.0,3,176.0,1.0,1503.56,0
332.0,1,5,99,37,0,69.0,2,17.0,1.0,5943.13,2
118.1,1,22,22,70,2,54.0,1,167.0,1.0,895.66,2
84.59,0,19,543,3,1,67.0,0,10.0,1.0,5669.1,2
295.64,1,17,219,20,2,21.0,3,82.0,1.0,1061.96,0
514.33,1,30,462,16,1,25.0,3,160.0,1.0,1592.94,0
992.17,1,35,200,6,0,43.0,0,112.0,1.0,6215.96,3
94.59,1,42,262,84,2,39.0,0,34.0,1.0,6171.89,3
80.43,1,8,467,13,1,59.0,2,157.0,1.0,5987.67,2
54.25,1,41,341,41,2,68.0,0,37.0,1.0,14783.33,3
178.88,0,9,99,25,1,76.0,2,93.0,4.0,4708.29,2
518.85,1,18,98,37,2,22.0,3,82.0,1.0,1806.0,0
10.65,1,21,468,80,2,54.0,0,161.0,1.0,13240.72,3
198.62,0,40,363,78,1,27.0,3,84.0,1.0,1196.07,0
107.03,1,24,608,37,1,27.0,3,73.0,1.0,1408.07,0
139.57,1,13,216,29,0,19.0,3,263.0,3.0,271.78,0
312.47,1,25,638,32,0,49.0,3,148.0,4.0,9419.27,3
346.11,1,9,350,6,1,41.0,1,213.0,1.0,9551.64,1
138.06,1,5,183,98,1,44.0,1,159.0,1.0,1070.47,0
158.02,1,27,31,25,0,49.0,1,120.0,1.0,9374.24,3
830.01,0,6,542,70,2,66.0,2,96.0,1.0,4253.18,2
435.5,1,28,446,7,0,55.0,3,112.0,1.0,6981.03,2
110.49,1,33,434,67,2,57.0,0,48.0,1.0,10483.93,3
329.4,1,10,672,16,2,34.0,0,68.0,1.0,9588.07,3
635.4,1,10,1,17,0,47.0,0,106.0,1.0,1238.11,2
769.97,1,36,378,57,1,22.0,3,23.0,1.0,1244.93,0
175.07,1,7,364,90,1,26.0,3,169.0,1.0,1040.25,0
7.31,1,19,59,27,1,78.0,2,282.0,1.0,5757.67,1
175.15,1,11,354,89,0,27.0,3,32.0,1.0,4734.110000000001,0
32.54,1,28,7,21,2,25.0,3,183.0,4.0,1544.88,0
121.82,1,9,525,31,2,60.0,0,119.0,1.0,4734.110000000001,2
56.12,1,12,416,48,0,30.0,0,102.0,1.0,8839.67,3
424.7,0,24,65,31,2,56.0,2,178.0,1.0,6239.89,1
35.16,1,6,74,28,1,32.0,1,130.0,1.0,4734.110000000001,0
35.73,1,24,673,27,1,65.0,0,87.0,1.0,9073.17,2
3.44,1,13,374,3,0,78.0,2,108.0,1.0,7561.33,2
1342.25,0,13,623,31,1,21.0,3,235.0,1.0,694.03,0
139.03,0,20,347,75,2,50.0,1,81.0,1.0,2276.57,2
254.92,0,35,86,63,0,28.0,1,169.0,1.0,2791.12,0
115.11,1,0,612,10,2,28.0,1,139.0,1.0,9808.97,3
171.11,1,37,168,83,0,57.0,2,171.0,1.0,6324.09,1
168.54,1,28,452,63,0,70.0,0,142.0,2.0,13406.0,3
420.76,1,24,317,53,1,51.0,2,112.0,1.0,6581.55,2
408.46,1,33,649,57,1,64.0,2,28.0,1.0,3140.79,2
1162.42,0,11,151,8,2,30.0,0,45.0,1.0,10357.26,3
342.17,0,27,515,32,1,21.0,3,247.0,1.0,461.83,0
580.71,1,30,198,45,0,53.0,1,95.0,1.0,5670.0,2
821.54,0,1,140,43,1,79.0,2,36.0,1.0,4040.32,2
253.47,1,1,373,76,1,20.0,3,238.0,1.0,220.51,0
22.81,1,27,64,82,2,62.0,2,75.0,1.0,3634.76,2
266.57,0,4,57,25,2,39.0,1,96.0,1.0,7180.48,3
374.61,0,23,55,78,2,75.0,2,37.0,1.0,1389.71,2
339.35,0,4,97,83,0,78.0,2,70.0,1.0,5002.7,2
810.36,1,8,378,80,0,20.0,3,67.0,1.0,9239.12,3
9.83,1,22,53,3,0,24.0,3,86.0,1.0,666.42,0
135.57,0,4,219,72,1,51.0,0,116.0,1.0,11351.64,3
340.05,1,11,191,37,0,43.0,1,37.0,1.0,7234.15,3
283.45,1,7,384,38,1,27.0,1,127.0,1.0,2049.51,0
100.99,1,27,451,77,0,68.0,0,114.0,1.0,8865.27,2
90.88,1,0,434,70,1,18.0,3,176.0,1.0,3908.47,0
655.15,1,39,606,82,0,26.0,1,264.0,1.0,5587.44,1
320.55,1,25,532,40,2,50.0,1,118.0,1.0,438.75,2
41.51,1,31,668,83,2,28.0,3,48.0,1.0,609.6,0
71.53,0,17,405,29,1,68.0,2,39.0,1.0,2393.73,2
467.13,0,18,24,95,1,54.0,2,45.0,1.0,3914.84,2
235.4,1,11,139,37,1,28.0,3,70.0,1.0,818.36,0
159.32,1,39,431,32,1,18.0,3,100.0,1.0,304.44,0
50.83,0,30,406,75,2,30.0,0,48.0,1.0,9553.42,3
56.89,0,15,118,61,1,59.0,1,56.0,1.0,3034.67,2
20.22,1,17,121,2,0,43.0,1,138.0,1.0,5515.32,1
50.4,1,35,548,78,1,36.0,0,84.0,1.0,1677.01,0
73.88,1,20,390,8,1,53.0,2,131.0,1.0,4055.55,2
119.61,1,36,100,16,0,33.0,0,53.0,1.0,9899.94,3
1241.05,1,24,103,88,1,18.0,3,129.0,1.0,756.74,0
116.58,1,33,626,37,1,43.0,1,247.0,1.0,2620.74,1
1919.11,1,32,186,32,0,30.0,0,161.0,1.0,11090.24,3
391.96,1,13,437,31,0,64.0,2,79.0,1.0,2174.16,2
156.26,0,41,132,58,1,46.0,1,160.0,1.0,7854.1,1
427.0,0,28,609,64,1,49.0,1,163.0,1.0,8253.65,1
443.68,1,40,385,11,1,18.0,3,137.0,1.0,874.15,0
101.76,1,30,359,70,1,31.0,0,26.0,1.0,6043.25,3
67.57,1,5,481,92,1,37.0,1,107.0,1.0,2766.12,0
326.29,1,10,180,24,2,56.0,1,179.0,1.0,8171.26,1
158.56,1,34,26,86,0,33.0,0,100.0,1.0,5401.21,0
56.02,1,22,440,2,2,27.0,3,142.0,1.0,3548.02,0
288.28,1,32,125,86,2,27.0,3,36.0,1.0,160.83,0
245.67,0,32,95,87,1,24.0,3,107.0,1.0,752.25,0
152.18,0,20,617,92,2,39.0,1,176.0,4.0,2459.84,0
114.35,0,12,257,24,1,41.0,1,21.0,1.0,469.12,0
373.27,0,24,88,52,2,61.0,0,79.0,1.0,8441.61,2
504.63,1,32,127,67,2,60.0,1,168.0,1.0,3806.16,2
126.22,1,1,92,80,0,46.0,1,77.0,4.0,6133.41,3
820.15,1,18,273,92,1,47.0,0,181.0,1.0,8802.97,1
986.81,0,15,198,38,2,68.0,0,127.0,1.0,14881.77,3
8.37,1,7,410,10,0,63.0,2,135.0,1.0,1106.34,2
197.49,0,14,629,6,2,53.0,2,30.0,1.0,5005.33,2
637.97,1,27,626,65,1,58.0,2,90.0,1.0,7949.03,2
13.52,1,39,567,0,0,26.0,3,65.0,1.0,259.77,0
432.1,1,37,257,47,0,49.0,1,240.0,1.0,2114.3,1
375.17,1,13,220,52,0,51.0,1,66.0,2.0,5495.3,2
642.68,1,14,261,33,1,50.0,0,94.0,1.0,8461.46,3
78.44,0,38,460,32,2,52.0,2,292.0,1.0,6870.84,1
139.72,1,22,499,32,1,49.0,1,201.0,1.0,5058.83,1
499.99,1,38,98,45,1,31.0,1,296.0,1.0,8885.0,1
10.07,1,0,477,28,2,24.0,3,49.0,1.0,530.81,0
120.62,1,33,23,86,0,23.0,3,85.0,1.0,9379.53,3
578.49,1,26,448,31,1,59.0,2,180.0,1.0,6475.13,1
119.3,1,23,579,57,1,34.0,1,22.0,5.0,319.04,0
280.92,1,31,309,47,2,41.0,0,168.0,1.0,5298.85,1
42.42,1,34,67,41,2,21.0,3,102.0,1.0,490.57,0
77.03,1,14,661,29,0,67.0,0,259.0,1.0,11310.27,1
22.59,1,39,47,59,0,62.0,2,45.0,1.0,3988.75,2
568.76,1,3,215,96,0,51.0,2,155.0,1.0,7484.32,1
25.94,0,38,226,25,2,58.0,2,211.0,5.0,4815.11,1
105.94,1,28,515,73,1,51.0,1,207.0,1.0,5963.1,1
733.29,1,41,598,31,0,52.0,0,94.0,5.0,10427.0,3
350.15,0,14,228,51,0,21.0,3,195.0,1.0,296.47,0
1151.18,1,18,203,54,0,65.0,0,105.0,1.0,1100.06,2
183.67,1,36,182,84,2,19.0,3,238.0,1.0,910.26,0
278.27,1,40,139,26,1,29.0,0,123.0,1.0,6684.34,3
470.3,1,2,675,90,0,40.0,0,88.0,1.0,8524.09,3
261.69,1,30,115,41,0,53.0,2,84.0,1.0,5126.65,2
365.04,1,41,226,2,1,22.0,3,94.0,1.0,873.89,0
211.1,1,24,633,69,1,57.0,2,136.0,1.0,7059.77,2
21.49,1,10,106,49,0,58.0,0,240.0,1.0,11991.24,1
63.58,1,8,80,92,0,18.0,3,199.0,1.0,8086.04,1
321.86,1,35,537,4,0,63.0,0,167.0,1.0,12626.49,3
12.11,1,17,560,37,1,75.0,2,127.0,1.0,1730.28,2
642.54,1,25,643,24,1,44.0,1,28.0,1.0,3143.17,2
210.45,1,19,530,10,0,27.0,3,146.0,1.0,1242.49,0
313.65,0,6,280,16,1,55.0,2,173.0,1.0,1886.36,2
99.76,1,34,484,38,1,26.0,3,131.0,1.0,416.89,0
115.32,1,10,643,74,1,53.0,2,113.0,1.0,5929.08,2
33.61,1,25,114,13,2,23.0,3,72.0,1.0,479.08,0
498.59,0,28,586,31,2,33.0,0,32.0,1.0,5862.99,3
98.81,1,37,415,46,1,27.0,3,91.0,1.0,797.1,0
1.87,1,42,161,13,0,65.0,2,147.0,1.0,7287.94,2
78.92,0,17,116,74,2,59.0,1,95.0,1.0,5624.86,2
194.29,0,39,297,58,1,39.0,1,10.0,1.0,2988.41,0
28.73,1,18,369,15,0,53.0,1,185.0,1.0,2712.96,1
105.53,1,7,2,25,2,24.0,3,88.0,1.0,1433.66,0
737.34,1,24,40,5,2,30.0,0,34.0,1.0,7336.56,3
237.86,1,30,266,43,0,18.0,3,210.0,1.0,475.63,0
409.61,1,18,598,23,1,65.0,0,89.0,1.0,11698.15,3
75.53,0,14,579,8,2,21.0,3,157.0,1.0,1034.35,0
72.75,1,31,398,66,0,64.0,0,15.0,1.0,12042.79,3
39.11,1,8,235,51,2,26.0,3,143.0,1.0,518.54,0
1309.79,1,37,245,3,0,23.0,3,139.0,1.0,1258.93,0
729.38,1,20,428,92,0,68.0,0,90.0,1.0,9127.65,2
137.49,1,13,156,39,0,34.0,1,50.0,1.0,4471.05,0
504.71,1,11,8,59,2,29.0,1,61.0,1.0,6214.54,0
371.47,0,25,641,96,1,24.0,3,58.0,1.0,1187.04,0
430.35,1,5,94,6,2,36.0,0,205.0,1.0,354.9,0
230.32,1,19,264,14,1,35.0,1,56.0,1.0,791.46,0
121.71,1,6,654,14,0,52.0,2,140.0,1.0,5878.89,2
98.87,1,11,57,59,2,20.0,3,179.0,1.0,533.2,0
117.55,1,14,86,45,0,24.0,3,35.0,1.0,897.94,0
244.64,1,40,168,71,1,30.0,0,103.0,1.0,9159.56,3
321.93,1,26,82,91,0,45.0,1,12.0,1.0,4392.73,2
1092.73,1,8,668,63,1,58.0,2,11.0,1.0,1390.98,2
283.23,1,12,675,60,2,40.0,1,98.0,1.0,2008.77,0
346.65,1,42,76,61,2,30.0,1,60.0,1.0,6356.96,3
381.62,1,19,650,96,2,64.0,2,164.0,1.0,6009.12,2
388.65,1,28,276,64,0,76.0,2,43.0,1.0,7896.85,2
29.22,1,35,417,67,0,24.0,3,151.0,1.0,1649.43,0
46.75,1,7,453,77,1,67.0,2,150.0,1.0,2840.43,2
348.64,1,38,215,97,2,57.0,2,128.0,1.0,3274.96,2
319.17,1,40,429,87,2,73.0,2,81.0,1.0,6501.56,2
73.95,1,18,325,11,0,26.0,3,76.0,1.0,363.92,0
389.63,1,23,625,99,2,27.0,1,99.0,1.0,9748.48,3
217.61,1,6,168,24,0,19.0,3,45.0,1.0,1404.53,0
199.84,1,9,318,81,0,21.0,3,150.0,1.0,706.44,0
56.35,1,5,259,32,0,44.0,0,75.0,1.0,5095.73,2
248.95,0,37,439,67,1,65.0,2,29.0,1.0,3059.79,2
142.58,1,35,627,47,0,33.0,1,145.0,1.0,7844.23,3
1020.73,1,13,656,86,0,28.0,3,87.0,1.0,1119.61,0
84.34,1,22,476,38,2,58.0,2,248.0,3.0,5313.97,1
1607.55,1,31,69,30,0,31.0,1,156.0,1.0,6227.99,0
333.78,1,36,429,56,0,60.0,2,98.0,1.0,6810.94,2
332.59,1,35,159,59,2,55.0,2,143.0,1.0,1457.07,2
236.81,1,28,266,12,1,22.0,3,15.0,1.0,813.68,0
417.8,0,30,610,65,1,27.0,3,130.0,1.0,1518.82,0
319.27,1,35,168,51,0,50.0,0,150.0,1.0,10269.78,3
384.1,1,11,480,3,1,42.0,1,172.0,1.0,672.79,0
820.62,0,14,602,83,1,61.0,0,158.0,1.0,6024.8,2
474.77,0,16,45,72,2,56.0,1,50.0,1.0,2158.59,2
542.72,0,16,556,99,1,43.0,0,92.0,1.0,6011.8,3
79.8,1,13,461,69,0,73.0,2,76.0,1.0,6372.58,2
46.24,1,36,573,42,1,57.0,1,52.0,1.0,2569.56,2
327.8,1,37,500,53,0,61.0,0,54.0,1.0,10585.48,3
445.79,1,19,298,51,0,52.0,0,161.0,1.0,717.99,2
55.89,1,14,446,25,2,72.0,2,150.0,1.0,3689.65,2
158.41,1,34,120,12,1,28.0,3,16.0,1.0,1512.16,0
101.19,0,10,507,32,2,64.0,0,75.0,1.0,14389.45,3
827.14,1,12,625,17,1,36.0,1,265.0,4.0,9800.21,1
61.97,1,31,470,55,0,74.0,2,95.0,1.0,7014.69,2
27.21,1,38,680,49,0,79.0,2,102.0,1.0,3520.61,2
173.74,1,15,125,73,2,80.0,2,64.0,1.0,4913.42,2
176.11,1,38,549,90,1,38.0,1,105.0,1.0,9155.35,3
88.4,1,13,110,64,2,46.0,1,174.0,1.0,2567.53,1
567.92,1,8,346,41,2,53.0,2,14.0,1.0,3779.47,2
138.11,0,31,221,0,2,68.0,2,104.0,1.0,4177.65,2
456.93,0,41,570,5,1,28.0,1,193.0,1.0,7284.76,1
101.42,1,1,190,35,2,66.0,2,146.0,1.0,6530.59,2
300.61,1,12,84,5,2,44.0,0,51.0,1.0,7895.54,3
265.94,1,4,564,84,2,54.0,1,132.0,1.0,6781.3,2
345.54,1,36,53,49,2,29.0,1,50.0,1.0,2091.78,0
411.52,1,20,477,22,0,41.0,0,88.0,1.0,11108.39,3
111.21,1,32,386,75,1,35.0,0,111.0,1.0,9088.36,3
316.37,1,7,581,87,0,53.0,1,86.0,1.0,4671.69,2
260.63,1,13,547,4,1,37.0,1,142.0,1.0,7534.73,3
92.36,1,9,580,91,0,29.0,1,144.0,1.0,6353.14,0
262.06,1,28,393,28,1,63.0,0,118.0,1.0,13587.52,3
64.5,1,10,75,61,0,74.0,2,230.0,1.0,1351.24,1
253.55,1,17,110,6,0,28.0,1,85.0,5.0,2797.26,0
211.36,0,26,618,27,1,21.0,3,125.0,3.0,1222.77,0
175.94,1,16,423,43,0,57.0,2,89.0,1.0,3728.04,2
199.47,1,11,568,40,2,57.0,0,142.0,1.0,6067.44,2
51.07,1,9,112,16,1,63.0,2,133.0,1.0,4292.16,2
